Organization Name,Organization Location,Funding Type,Money Raised,Money Raised Currency,Announced Date,Organization Website,Organization Description,Investor Names,Organization Industries,SIREN
GLIMPS,"Cesson-sévigné, Bretagne, France, Europe",Series A,6000000,EUR,2021-04-13,https://www.glimps.fr/,GLIMPS is a developer of artificial intelligence-powered cyber security software that identifies malware and threats.,"Ace Capital Partners, Breizh Up, Sofimac Innovation","Artificial Intelligence (AI), Cyber Security, Network Security, Software",
PowerZ,"Paris, Ile-de-France, France, Europe",,6000000,EUR,2021-07-08,https://powerz.tech/,PowerZ is a video game that allows all children of the world to learn. To understand. To find their interests and develop their abilities.,"Bayard Capital, Binder & Partners Ventures, Bpifrance, Educapital, Financiere Saint James, Hachette Livre, Michael Benabou, Pierre Kosciusko-Morizet, Raise Ventures","Gaming, Video Games",
Otoqi,"Paris, Ile-de-France, France, Europe",Series A,6000000,EUR,2021-07-15,https://www.otoqi.com/en,Otoqi is a vehicle delivery platform that develops connected services and logistics solutions for automotive professionals.,"Aster, Seventure Partners, Verve Ventures","Automotive, Delivery, Industrial",
GreenBig,"Puteaux, Ile-de-France, France, Europe",,6000000,EUR,2021-07-26,https://www.b-bot.com/,GreenBig manufactures plastic bottles from recycled or petroleum-based materials.,Normandie Participations,Manufacturing,
DataHawk Technologies,"Paris, Ile-de-France, France, Europe",Series A,6000000,EUR,2021-09-23,https://datahawk.co,"DataHawk is a SaaS eCommerce Business Management Platform for Brands, Retailers, and Agencies.","Axeleo Capital, Bleu Capital, Christophe Chausson, Frenchfounders, Hi Inov - Dentressangle, Leon Seynave, Spring Invest","Analytics, Artificial Intelligence (AI), B2B, E-Commerce, Marketing, Marketing Automation, SaaS, SEM, SEO, Software",
IPaidThat,"Paris, Ile-de-France, France, Europe",,6000000,EUR,2021-09-27,https://ipaidthat.io/en/,"IPaidThat automatically imports the invoices you receive, and compare them with your bank transactions.","Adelie, Bpifrance, Truffle Capital",Blockchain,
Karos,"Paris, Ile-de-France, France, Europe",Series B,7000000,USD,2021-03-09,http://www.karos.fr/,"Karos transform available car seats into public transport networks, leveraging AI and mobile technologies.","Aster, European Commission, European Innovation Council, Macif Innovation","Artificial Intelligence (AI), Machine Learning, Mobile Apps, Ride Sharing",
AcuSurgical,"Montpellier, Languedoc-Roussillon, France, Europe",Series A,5750000,EUR,2021-02-18,https://acusurgical.com/,AcuSurgical is a company focused on robotic microsurgery.,"IRDI, Mérieux Equity Partners, Sofimac Innovation, Supernova Invest","Health Care, Medical Device",
MEXBRAIN,"Fontaines-saint-martin, Rhone-Alpes, France, Europe",Series A,5750000,EUR,2021-05-06,http://mexbrain.com/,MexBrain is a biotechnology company based on extracting metals from the human body.,Arbevel,Biotechnology,
Elevo,"Paris, Ile-de-France, France, Europe",Series A,6000000,EUR,2021-10-07,http://www.elevo.fr,Elevo is a Paris-based performance management platform.,"Chausson Finance, Elaia, Julien Codorniou","Human Resources, Software",
Kili Technology,"Paris, Ile-de-France, France, Europe",Seed,5700000,EUR,2021-01-26,https://kili-technology.com/,"Kili Technology enables large companies to transform their raw data into high-quality annotated data, ready for AI-driven projects.","Financiere Saint James, Gus Robertson, Headline, Olivier Pomel, Serena, Stanislas de Bentzmann","Analytics, Artificial Intelligence (AI), Computer, Machine Learning, Software",
Groover,"Paris, Ile-de-France, France, Europe",,6000000,EUR,2021-11-04,https://groover.co,Groover is an innovative platform reinventing music promotion by guaranteeing feedbacks to musicians from relevant music influencers.,"Bpifrance, Frenchfounders, Partech, Verve Ventures","Independent Music, Media and Entertainment, Music, Online Portals, Software",
Addworking,"Paris, Ile-de-France, France, Europe",Series B,6000000,EUR,2021-10-06,http://www.addworking.com/,Addworking handles the management of freelancers and service providers in companies via its Cost and Risk management platform.,"Club Holnest., Edenred Capital Partners, IXO Private Equity, Seed4Soft","Freelance, Risk Management, SaaS, Software",
PKVitality,"Paris, Ile-de-France, France, Europe",Series A,6002000,EUR,2021-12-31,https://www.pkvitality.com,PKVitality is a bio-wearable company that develops smartwatches to monitor glucose.,"Beurer, Business Angels, EIT Health, European Innovation Council, Mtec Holding Gmbh","Consumer Electronics, Health Care, Medical Device",
Kinvent,"Montpellier, Languedoc-Roussillon, France, Europe",Series A,6000000,EUR,2021-12-04,http://www.k-invent.com,Assessment and training technologies in rehabilitation and sports biomechanics producing innovative measuring and medical device,"Bpifrance, Les Business Angels des Grandes Écoles, Raphaël Varane, Sofilaro, Uni.Fund","Big Data, Bioinformatics, Biometrics, Electronic Health Record (EHR), Home Health Care, Personal Health, Rehabilitation, Sports, Therapeutics",
Végétalement Provence,"Saint-rémy-de-provence, Provence-Alpes-Cote d'Azur, France, Europe",,6000000,EUR,2021-12-18,https://vegetalement.com/en/,Végétalement Provence develops plant-based cosmetics for beauty professionals.,"BNP Paribas, Connect Pro, Etoile ID, Région Sud Investissement","Beauty, Cosmetics, Wellness",
MY UNISOFT,"Massy, Ile-de-France, France, Europe",,5800000,EUR,2021-10-27,https://www.myunisoft.fr,MyUnisoft is a structured accounting firm.,Drakarys,Software,
dessIA,"Paris, Ile-de-France, France, Europe",Series A,5500000,EUR,2021-05-11,https://www.dessia.io/,DessIA is a software designing company that uses artificial intelligence technology.,"Bpifrance, GO CAPITAL, Matterwave Ventures, Supernova Invest","Artificial Intelligence (AI), Software",
Deepomatic,"Paris, Ile-de-France, France, Europe",Series A,5500000,EUR,2021-03-02,http://www.deepomatic.com,Deepomatic is a visual automation platform that helps organizations and businesses with computer vision applications.,"Alven, Bertrand Diard, Hi Inov - Dentressangle, Octave Klaba, Swisscom Ventures","Artificial Intelligence (AI), Computer Vision, Image Recognition, Information Technology, Software",
Tekyn,"Paris, Ile-de-France, France, Europe",Series A,5500000,EUR,2021-03-09,https://tekyn.com/en/#menu,Tekyn is a designer and manufacturer of on demand fashion textiles.,"Bpifrance, Otium Capital","Fashion, Manufacturing, Robotics, Textiles",
Fleurs d'ici,"Paris, Ile-de-France, France, Europe",Seed,5500000,EUR,2021-07-12,https://www.fleursdici.fr,"Fleurs d'Ici is a brand of local and seasonal flowers that provides flowers for events, decoration, and more.",KIMPA,"Art, Flowers, Horticulture",
Ascendance,"Toulouse, Midi-Pyrenees, France, Europe",Seed,5400000,EUR,2021-09-15,https://www.ascendance-ft.com,Ascendance is an aviation company decarbonizing air transport with electric propulsion technology.,"AA Sons, Celeste Management, Habert Dassault Finance, IRDI, Kima Ventures, M Capital Partners","Aerospace, Air Transportation, CleanTech, Drones, Hardware, Transportation",
LETUS Private Office,"Paris, Ile-de-France, France, Europe",,5500000,EUR,2021-10-01,http://letusprivateoffice.com/,LETUS Private Office offers wealth management services such as private banking for ultra high net worth clients and entrepreneurs.,"Romain Niccoli, Thierry Gillier, Tikehau Capital","Finance, Financial Services, Personal Finance",
Cala,"Paris, Ile-de-France, France, Europe",Seed,5500000,EUR,2021-10-06,http://eatcala.com/,"Cala is the first scalable restaurant platform, using software and robotics to make real food more accessible.","Acequia Capital (AceCap), BACKED VC, Kima Ventures, Manta Ray Ventures, Possible Ventures, Quiet Ventures",Restaurants,
SWEETCH Energy,"Lorient, Bretagne, France, Europe",,5200000,EUR,2021-04-13,http://www.sweetch-energy.com/,SWEETCH Energy is developing a breakthrough technology in the field of salinity gradient power harvesting.,"Ademe, Demeter, Dominique Gaillard, Fabio Ferrari, Future Positive Capital, GO CAPITAL","Consumer Goods, Energy, Home and Garden",
Getfluence,"Toulouse, Midi-Pyrenees, France, Europe",Series A,5000000,EUR,2021-01-12,https://getfluence.com,The Global Branded Content Marketplace,"Celeste Management, IRDI SORIDEC Gestion, Julien Lopizzo, Reflexion Capital","Ad Network, Advertising, Advertising Platforms, Digital Marketing, Digital Media, Generative AI, SEO",
Climbing District,"Paris, Ile-de-France, France, Europe",Series A,5000000,EUR,2021-05-27,http://www.climbingdistrict.com/,"Climbing District is a training spot for climbing, exercising, and going to the gym.",123 Investment Managers,"Communities, Sports, Training",
Skytech,"Bonnières-sur-seine, Basse-Normandie, France, Europe",,5000000,EUR,2021-01-13,https://www.skytechslp.com,Skytech provides innovative solutions and unique recovery services for plastics for the benefit of manufacturers.,Xerys,"Plastics and Rubber Manufacturing, Recycling, Waste Management",
Sis ID,"Lyon, Rhone-Alpes, France, Europe",Series A,5000000,EUR,2021-01-19,https://www.sis-id.com/,Sis ID's platform is the first community of financial departments that preserves transfer fraud.,"Aonia Ventures, Bpifrance, Opera Tech Ventures",Financial Services,
TokTokDoc,"Strasbourg, Alsace, France, Europe",Series A,5000000,EUR,2021-02-26,https://toktokdoc.com/,"TokTokDoc offers a telemedicine service adapted to medico-social, health  and ambulatory services in the city.","Banque des Territoires, Crédit Mutuel Arkéa, Macif, Swen Capital Partners, Vivalto Santé","Facilities Support Services, Health Care, Medical",
Vroomly,"Paris, Ile-de-France, France, Europe",Series A,5000000,EUR,2021-02-01,https://www.vroomly.com,Vroomly is the platform that reconciles you with garage owners!,Via ID,Automotive,
Ecodrop,"Paris, Ile-de-France, France, Europe",,5000000,EUR,2021-02-01,https://www.ecodrop.net/,Ecodrop is the solution for construction waste,"Amundi, Saint-Gobain, Turenne Capital","Real Estate, Software",
Stockly,"Paris, Ile-de-France, France, Europe",Seed,5100000,EUR,2021-03-24,https://stockly.fr/,Stockly helps farmers to rent their available storage space and individuals to store their leisure vehicles more serenely.,"Anatoly Yakovenko, Daphni, Idinvest Partners","Internet, Rental",
Stockly,"Paris, Ile-de-France, France, Europe",Seed,5100000,EUR,2021-03-24,https://www.stockly.ai/,The Global Inventory for Retail,"Daphni, Idinvest Partners","Cosmetics, E-Commerce, Fashion, Retail, Shoes",
Smile&Pay,"Paris, Ile-de-France, France, Europe",Series B,5000000,EUR,2021-02-17,https://www.smileandpay.com,Smile & Pay is born from a simple observation: the bank card is the preferred method of payment for French people.,"Evolem Start, Truffle Capital","Financial Services, FinTech, Payments",
Ermo,"Mayenne, Pays de la Loire, France, Europe",Growth Equity,5000000,EUR,2021-02-17,https://www.ermo-tech.com/en/,ERMO is a designer and manufacturer of high precision injection moulds for the plastics industry .,"BNP Paribas, Caisse d’Epargne, Crédit Agricole, Credit Mutuel, Siparex Groupe","Manufacturing, Plastics and Rubber Manufacturing",
Mon Petit Placement,"Écully, Rhone-Alpes, France, Europe",Seed,6000000,USD,2021-11-16,https://www.monpetitplacement.fr,exclusive access for everyone to the best investment products from world class asset managers,"Aonia Ventures, La French Tech, Mandalore Partners","Financial Services, FinTech, Wealth Management",
Dogami,"Paris, Ile-de-France, France, Europe",Seed,6000000,USD,2021-12-21,https://dogami.com,Dogami is a mass-market NFT play-to-earn game that is centered around 3D NFT dog avatars.,"Animoca Brands, Blockchain Founders Fund, Draper Goren Holm, Ubisoft, XAnge",Online Games,
HumanCraft,"Paris, Ile-de-France, France, Europe",,5000000,EUR,2021-03-04,https://www.humancraft.eu/,HumanCraft is a third party intellectual property buyer that connects customers with consulting firms.,ODYSSEE VENTURE,"Artificial Intelligence (AI), Business Development, Information Technology, SaaS",
FLEX-O,"Valbonne, Provence-Alpes-Cote d'Azur, France, Europe",Seed,5000000,EUR,2021-03-22,https://www.flex-o.fr/,FLEX-O is a provider of flexible and environmentally friendly workspaces.,Courtin Investment,Commercial Real Estate,
Edflex,"Paris, Ile-de-France, France, Europe",Series A,5000000,EUR,2021-06-24,https://www.edflex.com/,Edflex is a SaaS solution that connects companies with training content.,"Bpifrance, Crédit Mutuel Arkéa, MAIF Avenir, Nicolas Fritz","EdTech, Education, E-Learning, MOOC, Personal Development, SaaS, Training",
Resilience,"Paris, Ile-de-France, France, Europe",Seed,5000000,EUR,2021-03-15,https://resilience.care,Resilience provides remote patient care monitoring to help improve cancer patients' quality of life and overall survival.,"Charles Ferté, Eduardo Ronzano, Jean Charles Samuelian, Nathalie Balla, Philippe Dabi, Roxanne Varza, Singular, Thomas Clozel, Xavier Niel","Apps, Health Care, Oncology, Software",
SportEasy,"Paris, Ile-de-France, France, Europe",Series A,5000000,EUR,2021-06-21,https://www.sporteasy.net,SportEasy is an Online platform for managing amateur sports teams,Seventure Partners,"Analytics, Identity Management, Software, Sports",
Golem.ai,"Paris, Ile-de-France, France, Europe",Series A,5000000,EUR,2021-03-16,https://golem.ai/,Golem.ai is a natural language interpretation technology for developers.,"MAIF Avenir, OneRagtime","Artificial Intelligence (AI), Computer, Machine Learning, Natural Language Processing, Software",
Swoopin,"Paris, Ile-de-France, France, Europe",Seed,5000000,EUR,2021-08-01,http://swoopin.green,Swoopin is an impact technology company global provider of sustainable transportation and urban logistics services.,Hi Inov - Dentressangle,"Delivery, GreenTech, Information Technology, Last Mile Transportation, Logistics, Software, Sustainability",
Velco,"Nantes, Pays de la Loire, France, Europe",Series A,5000000,EUR,2021-03-24,https://velco.tech/en/,Velco accompanies professionals with its connectivity solutions for a safer and more reliable urban mobility,"Banque des Territoires, GO CAPITAL, Inventures SA, Pays de la Loire Participations, Siparex Groupe","Data Visualization, Electric Vehicle, Electronics, Predictive Analytics",
